component_0,component_1
0.8778832350524376,-0.4356158194862578
1.4826415218844002,2.3486508992638493
0.016323491568464604,0.05790797628956427
1.4381075651585322,-0.7244317447855088
0.47872407813199147,-0.285641776458452
1.0162906608009912,-0.5074158695324779
1.17324554458628,2.400497376253212
0.874239174909055,-0.4352946974121479
1.7253204101795376,2.1149411980599915
0.7874659316346733,-0.40134730525061596
1.0180084136155496,-0.5841869620016918
0.8651035645492234,-0.47824574394713587
1.2571159220437218,-0.6323532773006765
0.9560443296159129,-0.4836137587975593
0.6506854117981448,-0.3500889271395673
0.8827975508485597,-0.4372340958511274
0.5207177858340253,-0.5509944639095222
1.0442909305225578,-0.5230268815548283
0.2392918189071026,-0.08489888109999211
0.8234210936232557,-0.46262733644948073
0.7171082687009571,-0.37497172010274754
-0.07995348968817642,0.09003915858332168
0.9805996691804133,-0.49438920252873403
0.9007164204247744,-0.4577514331505106
0.7944180135055174,-0.7677075324138635
1.1292295431145714,-0.5676142176392242
1.084357908996163,1.844530128274681
0.8950819267574485,-0.44842447516070727
0.33009329850817204,-0.6043869936240486
0.7884930365241074,-0.44131046271242863
1.181535674015243,-0.6023279535818731
0.22156007068088499,-0.04139928742513363
1.3735079570386621,0.5486848992120669
0.9720765315917734,-0.4515496323353983
0.5749578789450305,-0.3230841483357644
0.850492731321136,-0.4253065114221052
0.927596494119107,0.047049927720814
0.7293018476446257,-0.3828734805282675
0.8608374480629328,-0.42913099113962505
0.9147440544067287,-0.5631490228113539
